,cena_brutto_pln,powierzchnia_uzytkowa,liczba_izb,kondygnacja,dzielnica
2707,467105.0,26.91,1.0,7.0,13.0
2708,518520.0,55.52,4.0,11.0,18.0
2709,789000.0,110.39,3.0,1.0,10.0
2712,460340.0,41.7,2.0,9.0,12.0
2718,626445.0,37.19,2.0,7.0,13.0
2719,480000.0,30.77,2.0,4.0,5.0
2720,825325.74,52.44,3.0,6.0,13.0
2723,410000.0,26.75,2.0,4.0,5.0
2724,706569.65,68.14,3.0,1.0,17.0
2772,880000.0,55.08,3.0,2.0,8.0
2774,590000.0,33.0,2.0,3.0,8.0
2824,878855.0,53.61,3.0,2.0,13.0
2851,895176.0,61.42,3.0,4.0,1.0
2855,790197.3,55.7,3.0,2.0,1.0
2883,886341.7,61.33,3.0,2.0,1.0
2887,558936.0,39.26,2.0,3.0,4.0
2917,1060000.0,67.72,4.0,1.0,4.0
2923,1252000.0,67.68,4.0,4.0,5.0
2924,1393287.0,94.54,4.0,2.0,1.0
2928,692100.0,56.85,3.0,1.0,4.0
2930,688500.0,56.85,3.0,1.0,4.0
3052,489987.58,41.35,2.0,1.0,14.0
3056,503967.64,46.45,3.0,1.0,14.0
3084,728191.73,54.28,3.0,1.0,14.0
3112,533814.31,44.39,2.0,5.0,14.0
3116,615690.12,44.84,2.0,7.0,14.0
3120,1032191.51,87.56,4.0,4.0,14.0
3124,619761.2,63.22,3.0,4.0,14.0
3128,406790.55,32.04,2.0,1.0,14.0
3132,1077829.14,87.29,4.0,6.0,14.0
3136,736901.11,54.84,3.0,6.0,14.0
3140,627501.17,52.6,3.0,3.0,14.0
3144,848160.0,51.68,3.0,4.0,13.0
3147,570153.17,44.72,2.0,5.0,14.0
3151,890000.0,65.99,3.0,1.0,4.0
3156,542973.93,46.73,3.0,1.0,14.0
3160,625000.0,39.48,2.0,1.0,8.0
3162,790000.0,53.42,3.0,1.0,4.0
3164,1700000.0,102.66,5.0,5.0,8.0
3167,1169440.0,72.49,4.0,3.0,8.0
3172,625000.0,39.54,2.0,1.0,8.0
3174,805900.0,63.99,3.0,1.0,8.0
3177,675000.0,38.88,2.0,2.0,8.0
3179,572000.0,34.11,2.0,1.0,8.0
3181,963775.0,64.25,3.0,4.0,4.0
3183,590000.0,33.08,2.0,3.0,8.0
3185,1928907.0,120.21,5.0,1.0,7.0
3195,1779585.0,120.34,5.0,1.0,7.0
3205,722080.0,70.5,4.0,5.0,18.0
3206,906501.0,53.07,3.0,1.0,7.0
3216,753912.0,53.02,3.0,1.0,7.0
3226,771603.0,52.92,3.0,1.0,7.0
3236,890000.0,32.44,1.0,6.0,5.0
3237,708624.0,51.04,3.0,5.0,13.0
3242,840768.0,62.78,3.0,2.0,13.0
3247,779413.0,58.14,3.0,1.0,13.0
3252,751335.0,51.21,3.0,7.0,13.0
3257,699612.0,50.95,3.0,2.0,13.0
3262,737660.0,51.16,3.0,6.0,13.0
3267,516275.0,35.65,2.0,6.0,13.0
3272,729000.0,53.79,3.0,1.0,11.0
3273,627387.41,63.4,4.0,3.0,6.0
3274,1541000.0,75.35,2.0,7.0,5.0
3275,212318.1,47.4,3.0,3.0,18.0
3276,1040000.0,100.83,4.0,1.0,12.0
3277,918352.0,64.28,3.0,2.0,4.0
3283,995000.0,115.48,4.0,1.0,12.0
3284,635289.0,40.23,2.0,4.0,4.0
3290,547700.0,52.75,2.0,3.0,4.0
3296,1110428.0,68.18,3.0,7.0,4.0
3302,782000.0,42.27,2.0,5.0,4.0
3303,780000.0,48.09,2.0,3.0,8.0
3305,800000.0,42.25,2.0,8.0,4.0
3306,588288.0,39.36,2.0,2.0,4.0
3312,586856.0,40.21,2.0,2.0,4.0
3318,925474.0,58.32,3.0,4.0,4.0
3320,1468400.0,90.6,5.0,6.0,4.0
3326,998130.0,67.92,3.0,1.0,4.0
3328,800580.0,53.97,3.0,4.0,4.0
3330,766220.0,52.3,2.0,3.0,8.0
3333,618826.0,42.93,2.0,4.0,8.0
3336,810900.0,56.6,3.0,2.0,4.0
3338,910443.0,68.27,3.0,1.0,4.0
3339,703650.0,51.05,3.0,2.0,13.0
3344,705385.0,51.05,3.0,1.0,13.0
3349,519448.0,35.64,2.0,5.0,13.0
3354,906840.0,64.8,3.0,2.0,13.0
3359,502360.0,35.72,2.0,1.0,13.0
3364,521032.0,35.76,2.0,4.0,13.0
3369,611692.0,40.26,2.0,3.0,4.0
3375,878137.24,60.2,3.0,4.0,4.0
3381,1985000.0,96.68,4.0,3.0,5.0
3391,584925.12,33.91,2.0,1.0,8.0
3393,1064000.0,86.97,5.0,3.0,11.0
3394,624252.0,38.84,2.0,2.0,8.0
3396,571214.4,34.05,2.0,2.0,8.0
3398,1629021.0,121.62,4.0,1.0,7.0
3408,713194.79,40.65,2.0,1.0,4.0
3414,423500.0,27.2,1.0,4.0,1.0
3424,557409.6,43.01,2.0,3.0,4.0
3426,779103.0,53.04,3.0,1.0,7.0
3441,921015.0,52.9,3.0,1.0,7.0
3451,1641569.65,120.94,5.0,1.0,7.0
3461,925497.0,52.87,3.0,1.0,7.0
3471,1758320.0,120.42,5.0,1.0,7.0
3481,833528.1,55.87,3.0,4.0,13.0
3484,1597551.0,64.72,2.0,5.0,8.0
3490,639022.69,40.33,2.0,3.0,13.0
3493,776047.0,52.26,2.0,5.0,4.0
3497,400452.0,39.26,2.0,4.0,2.0
3499,760110.0,58.47,3.0,1.0,13.0
3504,1040000.0,101.18,4.0,1.0,12.0
3505,972500.0,93.03,4.0,1.0,12.0
3506,985000.0,93.77,4.0,1.0,12.0
3507,975000.0,90.9,4.0,1.0,12.0
3508,1495000.0,136.88,5.0,1.0,10.0
3511,677092.03,48.72,2.0,9.0,11.0
3514,833040.0,61.61,3.0,2.0,11.0
3515,646920.5,44.17,2.0,2.0,8.0
3521,650925.0,44.14,2.0,3.0,8.0
3527,900000.18,69.59,3.0,2.0,8.0
3529,627000.0,39.5,2.0,1.0,8.0
3531,629000.0,39.38,2.0,1.0,8.0
3533,635000.0,39.4,2.0,2.0,8.0
3535,1018351.82,45.27,2.0,3.0,2.0
3537,1694825.0,69.77,4.0,2.0,2.0
3539,511442.0,25.45,1.0,4.0,13.0
3542,590000.0,33.01,2.0,3.0,8.0
3544,833617.11,54.53,3.0,2.0,8.0
3546,647000.0,39.24,2.0,2.0,8.0
3548,828797.0,55.51,3.0,2.0,8.0
3550,934625.0,85.15,5.0,3.0,11.0
3551,845180.0,54.84,3.0,2.0,4.0
3557,1251812.48,84.49,4.0,6.0,1.0
3561,1105130.0,68.35,3.0,2.0,4.0
3567,1080520.0,73.8,4.0,1.0,4.0
3573,1049324.38,77.59,4.0,3.0,4.0
3576,650000.0,39.01,2.0,2.0,8.0
3578,651998.0,48.73,3.0,4.0,13.0
3583,1006990.0,87.34,6.0,3.0,11.0
3584,557259.99,59.86,3.0,10.0,15.0
3588,834136.0,53.36,3.0,4.0,4.0
3590,912000.0,55.57,3.0,2.0,8.0
3592,1240129.0,80.21,4.0,5.0,4.0
3594,730000.0,54.76,3.0,1.0,8.0
3596,976725.5,68.1,3.0,2.0,4.0
3598,840000.0,55.66,3.0,2.0,8.0
3600,697038.75,54.49,3.0,2.0,11.0
3601,912776.0,58.24,3.0,1.0,4.0
3603,618355.0,53.77,3.0,2.0,11.0
3604,951825.0,64.75,4.0,1.0,4.0
3606,1020033.0,69.39,3.0,1.0,4.0
3608,615000.0,39.51,2.0,2.0,8.0
3610,807256.0,53.68,3.0,2.0,4.0
3612,733480.0,43.03,2.0,2.0,4.0
3614,1312000.0,130.66,6.0,1.0,10.0
3627,676060.0,41.86,2.0,4.0,4.0
3629,715000.0,40.44,2.0,4.0,4.0
3633,1092832.13,64.11,2.0,4.0,6.0
3634,885356.0,59.18,3.0,2.0,4.0
3636,985000.0,61.59,4.0,4.0,4.0
3640,613505.06,63.12,3.0,3.0,6.0
3641,725960.0,42.56,2.0,3.0,4.0
3643,875000.0,53.09,3.0,1.0,4.0
3647,1806100.06,70.16,3.0,1.0,2.0
3649,914950.0,58.87,3.0,3.0,4.0
3653,825250.0,53.35,3.0,2.0,4.0
3655,562526.68,35.61,1.0,1.0,4.0
3658,237312.0,55.37,4.0,3.0,17.0
3659,909000.0,63.64,3.0,1.0,4.0
3662,1978541.91,64.11,2.0,6.0,1.0
3663,1389000.0,71.39,5.0,2.0,4.0
3669,1005000.0,77.31,4.0,1.0,4.0
3672,1886904.0,101.52,4.0,2.0,5.0
3682,554367.0,35.43,2.0,2.0,4.0
3685,1050000.0,72.9,4.0,5.0,4.0
3688,1112218.0,77.94,4.0,5.0,4.0
3691,788940.0,58.38,3.0,2.0,13.0
3699,644600.0,44.79,3.0,3.0,4.0
3702,717300.0,38.59,2.0,1.0,6.0
3704,972395.56,42.56,2.0,3.0,2.0
3706,547460.0,35.4,2.0,1.0,4.0
3709,828155.0,47.4,2.0,1.0,6.0
3711,975000.0,62.54,3.0,2.0,6.0
3713,579084.0,35.43,2.0,4.0,4.0
3716,1431670.9,94.43,4.0,5.0,1.0
3720,1042000.0,73.66,4.0,5.0,4.0
3723,683915.28,46.48,2.0,5.0,4.0
3726,1035000.0,73.94,4.0,2.0,6.0
3728,917200.0,53.42,3.0,1.0,13.0
3731,620655.21,44.23,2.0,1.0,4.0
3734,988369.0,105.91,4.0,1.0,12.0
3735,927150.0,52.9,3.0,5.0,13.0
3738,750000.0,37.82,2.0,6.0,4.0
3743,656196.82,44.79,3.0,4.0,4.0
3746,940440.0,62.3,3.0,4.0,6.0
3747,712052.0,50.92,3.0,5.0,13.0
3752,633000.0,44.49,2.0,2.0,13.0
3753,915000.0,64.76,3.0,3.0,4.0
3758,48644.2,36.51,3.0,4.0,3.0
3759,815000.0,59.46,3.0,2.0,4.0
3760,755000.0,41.0,2.0,5.0,4.0
3761,885056.64,55.71,3.0,1.0,8.0
3763,631405.29,38.02,2.0,5.0,13.0
3766,717000.0,46.96,3.0,3.0,8.0
3768,591627.59,37.89,2.0,1.0,13.0
3771,719000.0,42.87,2.0,2.0,4.0
3772,674928.05,39.13,2.0,2.0,8.0
3774,878985.6,54.65,3.0,2.0,8.0
3776,805000.0,42.25,2.0,7.0,4.0
3777,925000.0,88.88,4.0,1.0,4.0
3781,738713.23,49.99,3.0,3.0,4.0
3783,649000.0,32.8,3.0,6.0,4.0
3786,1015000.0,64.68,3.0,2.0,4.0
3787,1722243.39,84.76,4.0,3.0,2.0
3789,864539.0,59.38,3.0,5.0,4.0
3793,418592.0,27.47,1.0,3.0,4.0
3794,1940476.0,91.69,4.0,1.0,14.0
3799,957310.55,71.19,3.0,3.0,4.0
3803,977522.01,76.85,5.0,5.0,4.0
3805,777895.0,61.38,3.0,1.0,11.0
3808,870000.0,52.43,3.0,1.0,6.0
3810,1058000.0,100.4,5.0,1.0,12.0
3811,720586.25,59.31,3.0,2.0,4.0
3813,940472.0,60.64,3.0,3.0,8.0
3814,645000.0,48.28,2.0,5.0,8.0
3817,700000.0,61.18,3.0,1.0,11.0
3818,825000.0,60.48,3.0,5.0,8.0
3820,826343.45,52.75,3.0,3.0,13.0
3823,969101.54,68.32,4.0,3.0,13.0
3826,607750.0,36.65,2.0,1.0,13.0
3829,810900.0,48.72,3.0,3.0,6.0
3830,956900.0,64.52,4.0,1.0,12.0
3831,770000.0,61.96,4.0,2.0,12.0
3835,760000.0,63.31,4.0,2.0,12.0
3839,735000.0,63.35,4.0,2.0,12.0
3843,562640.7,34.06,2.0,2.0,8.0
3845,1283500.0,96.81,4.0,4.0,14.0
3848,650000.0,100.82,5.0,1.0,13.0
3853,694000.0,50.92,3.0,3.0,4.0
3854,547994.0,35.61,2.0,4.0,4.0
3855,1020000.0,94.45,5.0,1.0,10.0
3869,1090000.0,75.21,4.0,1.0,15.0
3870,843896.97,91.34,4.0,1.0,10.0
3884,697848.0,48.72,3.0,6.0,13.0
3889,610348.0,41.39,2.0,4.0,13.0
3894,875000.0,91.71,4.0,1.0,10.0
3908,742620.0,50.95,3.0,8.0,13.0
3913,699869.0,50.97,3.0,4.0,13.0
3918,861000.0,54.77,3.0,3.0,6.0
3920,681132.0,51.18,3.0,3.0,13.0
3925,520000.0,39.43,2.0,1.0,8.0
3927,1227124.71,50.59,3.0,2.0,2.0
3929,1340032.32,82.99,3.0,5.0,8.0
3932,1279722.0,138.66,6.0,2.0,4.0
3964,967066.31,56.21,3.0,1.0,4.0
3968,990000.0,95.36,4.0,1.0,17.0
3971,650000.0,34.14,2.0,4.0,4.0
3975,521541.49,34.37,2.0,3.0,4.0
3979,832972.0,58.66,3.0,3.0,5.0
3980,426519.96,33.46,2.0,8.0,15.0
3984,532133.56,48.69,3.0,5.0,15.0
3988,905700.0,52.86,3.0,2.0,13.0
3991,649935.0,37.03,2.0,2.0,1.0
3995,486270.25,47.8,3.0,2.0,15.0
3999,807270.0,56.85,3.0,3.0,5.0
4000,461228.42,41.77,2.0,9.0,15.0
4004,432691.81,40.46,2.0,1.0,15.0
4008,598776.5,35.5,2.0,6.0,1.0
4012,829194.67,84.77,4.0,3.0,6.0
4013,803648.5,50.02,3.0,5.0,1.0
4017,624132.87,63.27,3.0,3.0,6.0
4018,833168.45,48.63,3.0,2.0,13.0
4021,552460.0,32.13,2.0,5.0,13.0
4024,939690.0,50.55,3.0,1.0,13.0
4027,651747.5,67.04,4.0,4.0,18.0
4028,453911.8,41.56,2.0,6.0,15.0
4032,929320.0,52.86,3.0,4.0,13.0
4035,829299.0,51.08,3.0,3.0,13.0
4038,1058680.0,68.56,4.0,4.0,4.0
4042,860190.0,49.98,3.0,2.0,13.0
4045,580000.0,33.73,2.0,3.0,4.0
4049,914000.0,52.21,3.0,4.0,13.0
4052,1540000.0,101.58,6.0,1.0,4.0
4056,1400000.0,82.88,3.0,6.0,4.0
4058,755265.92,42.56,3.0,4.0,4.0
4062,647508.95,35.46,2.0,3.0,4.0
4066,958687.4,60.73,3.0,3.0,4.0
4070,629920.0,35.52,2.0,1.0,4.0
4074,1081908.09,66.45,4.0,4.0,4.0
4078,952500.0,97.97,4.0,1.0,8.0
4079,795626.0,56.03,3.0,5.0,5.0
4080,831268.0,58.54,3.0,5.0,5.0
4081,1033816.46,53.41,3.0,1.0,3.0
4086,791442.0,54.09,3.0,3.0,4.0
4088,1567186.0,99.14,4.0,5.0,4.0
4090,644610.0,62.2,4.0,3.0,18.0
4091,723922.0,40.13,2.0,2.0,4.0
4093,1110076.53,68.47,4.0,1.0,4.0
4097,1434486.4,94.33,4.0,5.0,4.0
4099,719666.83,40.5,2.0,3.0,4.0
4103,949020.0,60.65,3.0,2.0,4.0
4107,988832.57,69.45,3.0,4.0,4.0
4109,645000.0,33.44,2.0,1.0,4.0
4113,582056.11,41.7,2.0,1.0,4.0
4115,895395.0,62.3,3.0,2.0,4.0
4117,510050.0,49.96,3.0,5.0,4.0
4121,821300.0,53.66,3.0,4.0,4.0
4123,489178.0,30.73,2.0,5.0,13.0
4125,578695.16,35.48,2.0,3.0,4.0
4129,830320.0,54.16,3.0,3.0,4.0
4131,690757.89,40.34,3.0,4.0,13.0
4133,926334.0,64.76,4.0,3.0,4.0
4135,693802.42,38.95,1.0,4.0,6.0
4136,413541.79,30.44,2.0,4.0,13.0
4138,761860.4,46.13,2.0,3.0,4.0
4140,792293.57,52.79,3.0,2.0,13.0
4143,992067.67,68.18,4.0,5.0,13.0
4146,740248.0,45.74,2.0,2.0,4.0
4148,847382.72,52.79,3.0,4.0,13.0
4151,614000.0,46.68,3.0,3.0,6.0
4152,851835.0,54.15,3.0,5.0,4.0
4154,1327599.0,83.83,4.0,1.0,4.0
4156,1104668.55,84.02,4.0,7.0,13.0
4159,609068.39,61.37,3.0,1.0,6.0
4190,1010000.0,98.35,4.0,1.0,8.0
4221,908190.0,62.55,3.0,3.0,4.0
4223,800000.0,68.35,3.0,1.0,4.0
4229,920000.0,80.39,4.0,1.0,4.0
4259,800000.0,67.63,3.0,1.0,4.0
4265,813930.0,54.15,3.0,2.0,4.0
4267,663000.0,40.75,2.0,1.0,13.0
4272,1488000.0,90.82,4.0,1.0,13.0
4277,620545.64,63.55,4.0,2.0,6.0
4278,645850.57,35.61,2.0,1.0,4.0
4282,681548.0,43.01,2.0,3.0,4.0
4284,451375.0,26.37,2.0,2.0,13.0
4285,558482.2,33.68,2.0,3.0,4.0
4287,760950.59,76.91,4.0,2.0,6.0
4288,653063.0,38.77,2.0,4.0,4.0
4290,1006026.8,77.65,4.0,5.0,4.0
4292,964430.74,59.57,3.0,4.0,6.0
4293,712000.0,56.6,3.0,2.0,4.0
4295,628344.0,49.94,3.0,2.0,4.0
4296,755667.5,51.86,2.0,6.0,4.0
4300,890000.0,64.37,3.0,3.0,4.0
4304,736604.0,46.73,2.0,3.0,4.0
4306,1010000.0,62.33,3.0,4.0,6.0
4307,1278073.8,83.74,4.0,4.0,4.0
4309,380000.0,21.57,1.0,4.0,11.0
4310,1595198.0,101.02,4.0,5.0,4.0
4312,506000.0,52.64,3.0,4.0,11.0
4314,701300.0,51.1,3.0,4.0,13.0
4319,561429.0,35.45,2.0,3.0,4.0
4322,504750.0,35.75,2.0,3.0,13.0
4327,522245.0,35.87,2.0,8.0,13.0
4332,561588.0,35.44,2.0,3.0,4.0
4335,910000.0,63.55,4.0,2.0,4.0
4338,841380.0,61.26,3.0,5.0,13.0
4345,568603.0,42.48,2.0,6.0,4.0
4349,554524.0,35.47,2.0,2.0,4.0
4352,963334.0,65.06,3.0,6.0,13.0
4357,1023000.0,77.6,4.0,2.0,4.0
4360,917781.0,62.79,3.0,8.0,13.0
4365,890540.0,64.86,3.0,4.0,13.0
4370,605123.0,31.59,2.0,2.0,4.0
4372,908400.0,73.2,4.0,4.0,13.0
4377,727295.0,51.15,3.0,6.0,13.0
4382,562333.2,35.42,2.0,4.0,4.0
4385,899654.0,62.81,3.0,6.0,13.0
4390,800340.0,52.18,3.0,2.0,4.0
4393,434522.17,52.79,3.0,1.0,4.0
4396,645000.0,93.12,5.0,4.0,8.0
4397,643616.0,48.84,3.0,5.0,13.0
4402,684246.84,44.77,3.0,1.0,4.0
4405,783766.0,58.49,3.0,6.0,13.0
4410,642240.0,44.8,3.0,2.0,4.0
4413,644307.21,66.37,3.0,1.0,6.0
4414,492110.0,35.86,2.0,6.0,13.0
4419,519680.0,35.68,2.0,8.0,13.0
4424,600482.0,41.23,2.0,2.0,13.0
4429,446000.0,50.75,3.0,6.0,4.0
4438,897362.0,62.93,3.0,3.0,4.0
4441,671910.0,51.11,3.0,1.0,13.0
4446,902820.0,59.16,3.0,3.0,4.0
4448,511160.0,35.68,2.0,1.0,13.0
4453,519815.0,35.69,2.0,6.0,13.0
4458,903321.0,64.91,3.0,5.0,13.0
4465,858152.0,62.88,3.0,1.0,13.0
4470,935002.0,68.53,3.0,3.0,4.0
4471,555000.0,35.62,2.0,2.0,4.0
4472,903260.0,65.02,3.0,7.0,13.0
4477,678676.0,38.28,2.0,5.0,13.0
4480,450000.0,29.7,1.0,2.0,12.0
4481,630000.0,39.34,2.0,1.0,8.0
4483,718000.0,46.53,3.0,3.0,8.0
4489,531000.0,35.6,2.0,3.0,4.0
4495,25121.51,46.5,4.0,3.0,2.0
4496,379202.0,33.33,2.0,7.0,4.0
4503,877344.0,46.44,2.0,3.0,1.0
4507,597312.32,35.49,2.0,5.0,1.0
4511,874027.23,50.98,2.0,4.0,6.0
4512,889109.0,52.06,3.0,2.0,1.0
4516,915000.0,88.91,4.0,1.0,4.0
4520,1350358.05,56.84,2.0,4.0,1.0
4521,855000.0,76.2,4.0,1.0,4.0
4525,1230000.0,130.57,5.0,1.0,4.0
4529,1570000.0,68.13,3.0,2.0,1.0
4530,1082000.0,132.57,6.0,1.0,10.0
4543,1940000.0,84.46,2.0,5.0,1.0
4544,737115.98,52.64,3.0,2.0,1.0
4548,1150000.0,130.5,6.0,1.0,10.0
4561,564325.25,32.59,2.0,7.0,1.0
4565,1275000.0,77.38,3.0,3.0,3.0
4567,640000.0,52.54,3.0,8.0,5.0
4568,929498.2,52.71,3.0,6.0,1.0
4572,760000.0,45.55,2.0,4.0,3.0
4574,665390.01,36.97,2.0,4.0,1.0
4578,810000.0,30.6,1.0,3.0,1.0
4580,825000.0,80.31,4.0,1.0,4.0
4610,912000.0,53.5,3.0,4.0,13.0
4613,1704797.29,87.82,4.0,3.0,2.0
4615,879570.0,63.89,3.0,3.0,13.0
4620,1115000.0,138.66,6.0,2.0,4.0
4650,884339.0,64.91,3.0,3.0,13.0
4655,881960.0,64.92,3.0,1.0,13.0
4660,670970.0,48.69,3.0,7.0,13.0
4665,501580.0,35.66,2.0,2.0,13.0
4670,801202.0,62.11,3.0,3.0,13.0
4675,784610.0,58.58,3.0,4.0,13.0
4680,512560.0,35.8,2.0,4.0,13.0
4685,937023.5,58.53,3.0,8.0,13.0
4690,2059420.0,45.61,2.0,3.0,5.0
4694,69418.2,46.14,3.0,1.0,5.0
4695,535618.28,33.92,2.0,5.0,4.0
4698,1230000.0,69.42,3.0,1.0,5.0
4700,1055375.0,80.68,4.0,1.0,4.0
4730,780.0,80.69,4.0,1.0,4.0
4760,409332.0,31.01,2.0,2.0,13.0
4762,863.93,80.69,4.0,1.0,4.0
4792,587579.15,38.99,3.0,4.0,13.0
4794,1595000.0,72.95,3.0,8.0,5.0
4795,484212.0,30.42,2.0,2.0,13.0
4797,407900.0,38.79,3.0,2.0,13.0
4799,546590.16,42.89,2.0,1.0,4.0
4801,420741.73,38.84,3.0,3.0,13.0
4803,304000.0,30.4,2.0,3.0,13.0
4805,1577840.0,84.88,3.0,1.0,2.0
4807,261100.0,26.11,2.0,3.0,13.0
4809,330700.0,31.07,2.0,3.0,13.0
4811,682380.0,37.91,2.0,1.0,2.0
4813,607000.0,33.75,2.0,3.0,4.0
4819,567537.83,37.18,1.0,2.0,4.0
4821,888866.75,67.29,4.0,3.0,4.0
4825,539265.62,53.03,3.0,4.0,4.0
4829,471039.9,36.2,2.0,4.0,4.0
4833,469640.0,50.02,3.0,3.0,4.0
4837,647038.9,66.52,3.0,2.0,6.0
4838,399000.0,38.84,2.0,7.0,4.0
4842,863592.18,52.36,3.0,4.0,6.0
4843,1090000.0,60.72,3.0,6.0,4.0
4844,695155.68,68.12,3.0,1.0,6.0
4845,779782.08,52.06,2.0,4.0,6.0
4846,802423.6,46.45,2.0,2.0,3.0
4851,799500.0,64.66,4.0,4.0,4.0
4852,622060.0,35.8,2.0,4.0,3.0
4857,517775.0,34.75,1.0,3.0,4.0
4859,912010.0,58.36,3.0,3.0,4.0
4861,570220.0,39.28,2.0,2.0,4.0
4863,1077030.0,71.65,4.0,4.0,4.0
4865,1049000.0,94.41,5.0,1.0,10.0
4879,949000.0,93.97,5.0,1.0,10.0
4893,913728.34,91.41,4.0,1.0,10.0
4907,1089000.0,94.71,5.0,1.0,10.0
4921,826872.0,53.62,3.0,4.0,4.0
4923,1050000.0,94.26,5.0,1.0,10.0
4937,934776.7,91.45,4.0,1.0,10.0
4951,960444.63,91.36,4.0,1.0,10.0
4965,1006945.61,94.39,5.0,1.0,10.0
4979,1189000.0,94.62,5.0,1.0,10.0
4993,715004.0,40.12,2.0,4.0,4.0
5003,850140.0,58.1,3.0,2.0,4.0
5005,1423811.0,87.99,4.0,5.0,4.0
5007,884870.0,53.78,3.0,3.0,4.0
5009,1375000.0,130.58,5.0,1.0,4.0
5013,1034268.0,64.24,3.0,1.0,4.0
5015,719831.0,52.24,2.0,2.0,8.0
5018,803305.22,58.33,3.0,3.0,4.0
5020,500500.0,32.72,1.0,3.0,8.0
5023,641292.0,40.29,2.0,3.0,4.0
5025,735280.0,51.8,2.0,4.0,8.0
5028,600600.0,39.89,2.0,2.0,8.0
5031,825680.0,53.84,3.0,3.0,4.0
5033,912966.0,64.18,3.0,3.0,4.0
5035,267535.01,51.9,4.0,13.0,3.0
5036,698660.0,46.69,2.0,2.0,4.0
5038,1069280.0,73.28,4.0,2.0,4.0
5040,828210.0,54.98,3.0,4.0,4.0
5042,880000.0,49.73,3.0,1.0,7.0
5048,802680.0,54.12,3.0,4.0,4.0
5050,770000.0,38.85,2.0,6.0,4.0
5055,591528.0,40.24,2.0,2.0,4.0
5057,895136.0,55.93,3.0,1.0,4.0
5059,59306.2,65.94,4.0,1.0,18.0
5060,1075050.5,65.4,3.0,4.0,4.0
5062,1432506.0,138.66,6.0,2.0,4.0
5092,1220000.0,106.99,6.0,1.0,6.0
5102,930000.0,59.35,3.0,3.0,8.0
5108,833929.0,80.39,4.0,1.0,4.0
5138,1516945.0,91.75,4.0,5.0,4.0
5140,704529.0,44.31,3.0,4.0,8.0
5141,879178.0,55.04,3.0,1.0,4.0
5143,770000.0,39.41,2.0,7.0,4.0
5144,713345.44,37.84,2.0,7.0,1.0
5148,690000.0,41.01,2.0,2.0,4.0
5149,936212.37,77.77,4.0,1.0,4.0
5151,812135.0,39.11,2.0,6.0,1.0
5155,786000.0,43.87,2.0,4.0,4.0
5156,1004133.63,77.68,4.0,6.0,4.0
5158,725000.0,55.1,4.0,8.0,12.0
5159,1937520.0,94.03,4.0,3.0,5.0
5169,850000.0,57.86,1.0,2.0,5.0
5172,505000.0,52.91,3.0,1.0,8.0
5184,855000.0,75.02,4.0,1.0,4.0
5188,1294448.0,67.31,3.0,1.0,7.0
5189,365500.0,38.64,2.0,1.0,4.0
5196,669016.0,50.41,3.0,4.0,4.0
5197,831818.0,59.12,3.0,5.0,4.0
5201,1365309.45,129.94,5.0,1.0,4.0
5205,1100000.0,106.96,6.0,1.0,6.0
5215,1021000.0,133.02,6.0,1.0,10.0
5228,1221500.0,130.51,6.0,1.0,10.0
5241,1174500.0,50.02,3.0,4.0,3.0
5246,1342000.0,130.08,6.0,1.0,10.0
5259,1584549.35,136.8,6.0,1.0,10.0
5272,1109000.0,132.86,6.0,1.0,10.0
5285,1080000.0,132.87,6.0,1.0,10.0
5298,782080.0,48.88,3.0,3.0,3.0
5303,1300000.0,131.28,6.0,1.0,10.0
5316,1274000.0,68.51,3.0,4.0,5.0
5318,1727480.0,25.12,1.0,2.0,8.0
5328,265336.5,41.32,3.0,4.0,4.0
5329,1287272.07,71.81,3.0,4.0,2.0
5331,1387000.0,68.52,3.0,5.0,5.0
5332,1435706.75,67.62,3.0,1.0,7.0
5333,1130000.0,133.51,6.0,1.0,10.0
5346,1331000.0,129.76,6.0,1.0,10.0
5359,1080000.0,133.01,6.0,1.0,10.0
5372,1335300.42,137.32,6.0,1.0,10.0
5385,486031.59,26.78,1.0,4.0,13.0
5388,1026000.0,133.52,6.0,1.0,10.0
5401,1278175.26,130.24,5.0,1.0,4.0
5407,636641.0,48.67,3.0,3.0,13.0
5412,1658964.5,58.29,4.0,4.0,4.0
5415,838000.0,51.51,3.0,1.0,4.0
5416,1279722.0,138.87,6.0,2.0,4.0
5446,617398.0,36.56,2.0,4.0,13.0
5449,1346000.0,130.65,6.0,1.0,10.0
5462,928209.1,52.59,3.0,7.0,1.0
5466,886500.0,51.76,3.0,2.0,13.0
5469,879696.0,50.71,3.0,3.0,1.0
5473,795197.09,62.61,4.0,4.0,4.0
5475,660150.29,38.0,2.0,6.0,1.0
5479,739486.7,38.74,2.0,2.0,1.0
5483,718495.1,36.56,2.0,1.0,1.0
5487,642825.2,37.04,2.0,6.0,1.0
5491,848450.0,51.66,3.0,3.0,13.0
5494,923333.84,56.14,4.0,4.0,13.0
5497,622398.0,35.84,2.0,5.0,13.0
5501,712021.0,39.94,2.0,3.0,13.0
5505,650372.0,36.12,2.0,1.0,13.0
5508,594390.0,35.79,2.0,1.0,13.0
5511,565250.4,42.9,3.0,2.0,4.0
5513,893400.0,51.63,3.0,4.0,13.0
5516,768852.0,32.13,2.0,5.0,13.0
5519,645103.64,42.99,3.0,6.0,4.0
